osm_id,name,facility_type,latitude,longitude,address,phone,website,has_emergency,has_specialists,services,beds,opening_hours,wheelchair,operator
node/5936026050,Geneva Woods Pharmacy,pharmacy,61.589071,-149.357993,"3674, East Country Field Circle, Wasilla, AK, 99654",+1-907-376-8200,https://www.genevawoodshealth.com/locations/pharmacy-wasilla/,False,False,pharmacy,,"Mo-Fr 08:00-18:00, Sa-Su closed",,
node/5960089986,Blood Bank of Alaska,clinic,61.139923,-149.865205,"8920, Old Seward Highway",,,False,False,clinic,,,,
node/5968097548,Fred Meyer Pharmacy,pharmacy,61.600544,-149.126565,"535, West Evergreen Avenue, Palmer, AK, 99645",+1 907-707-0433,https://www.fredmeyer.com/stores/details/701/00649,False,False,pharmacy,,"Mo-Fr 09:00-21:00, Sa 09:00-19:00, Su 11:00-18:00",yes,
node/5970749525,Carrs,pharmacy,61.597964,-149.126497,"664, West Evergreen Avenue, Palmer, AK, 99645",+1 907-761-1480,https://local.pharmacy.carrsqc.com/ak/palmer/664-w-evergreen-ave.html,False,False,pharmacy,,"Mo-Fr 09:00-21:00, Sa 09:00-18:00, Su 11:00-18:00",,
node/6038345210,Walgreens,pharmacy,61.328837,-149.566995,,,,False,False,pharmacy,,,,
node/6122910892,Rons Apothecary,pharmacy,58.37154,-134.587378,,,,False,False,pharmacy,,,,
node/6386880478,Harry Race Pharmacy,pharmacy,57.049212,-135.338217,"106, Lincoln Street, Sitka, AK, 99835",,https://www.sitkapharmacies.com/,False,False,pharmacy,,,,
node/6392540938,CAPSTONE CLINIC,clinic,61.181088,-149.777261,"4361, Boniface Parkway, Anchorage, AK, 99504",,,False,False,clinic,,,,
node/6392562522,EMPOWER PHYSICAL THERAPY,clinic,61.181135,-149.777023,"Boniface Parkway, Anchorage, AK, 99504",,,False,False,clinic,,,,
node/6405286514,Providence Medical Arts Pharmacy,pharmacy,61.189461,-149.819505,"3300, Providence Drive, Anchorage, AK, 99508",,,False,False,pharmacy,,,,
node/6770554143,Unknown Facility,hospital,66.318715,-179.122174,,,,False,False,hospital,,,,
node/7040770092,Rosie Ovayuak Health Centre,clinic,69.449751,-133.039149,,,,False,False,clinic,,,,
node/7351756587,Teslin Health Centre,clinic,60.163416,-132.723443,,+1 867 390 4444,,False,True,clinic;community,,,,Government of Yukon
node/7351756588,Whitehorse Health Centre,clinic,60.731615,-135.065709,,+1 867 667 8864,,False,False,clinic,,,,Government of Yukon
node/7496048809,Urgent Care Medical Clinic,clinic,61.196041,-149.781214,"5437, East Northern Lights Boulevard, Anchorage, AK, 99508",,,False,False,clinic,,,,
node/7818223036,Edgar Nollner Health Center,clinic,64.744692,-156.876957,,,,False,False,clinic,,,,Tanana Chiefs Conference
node/8202722667,ФАП,hospital,64.909767,-172.496601,,,,False,False,hospital,,,,
node/8211506392,ФАП,hospital,64.799546,-175.378377,,,,False,False,hospital,,,,
node/8572825972,UAF Student Health and Counseling Center,clinic,64.858355,-147.822159,"1788, Yukon Drive, Fairbanks, 99775",+1-907-474-7043,https://www.uaf.edu/chc/,False,False,clinic,,"Mo,Tu,Th,Fr 08:30-17:00; We 10:00-17:00; SH off",,University of Alaska Fairbanks
node/8986289394,Safeway,pharmacy,60.484193,-151.071246,"44428, Sterling Highway, Soldotna, AK, 99669",+1 907-714-5460,https://local.pharmacy.safeway.com/safeway/ak/soldotna/44428-sterling-hwy.html,False,False,pharmacy,,"Mo-Fr 09:00-20:00, Sa 10:00-18:00, Su 10:00-17:00",,
node/8986298257,Carrs,pharmacy,61.136198,-149.95359,"4000, West Dimond Boulevard, Anchorage, AK, 99502",+1 907-339-1260,https://local.pharmacy.carrsqc.com/ak/anchorage/4000-w-dimond-blvd.html,False,False,pharmacy,,"Mo-Fr 09:00-21:00, Sa-Su 10:00-18:00",yes,
node/8986323285,Fred Meyer Pharmacy,pharmacy,60.489307,-151.048407,"43843, Sterling Highway, Soldotna, AK, 99669",,,False,False,pharmacy,,"Mo-Su 09:00-21:00, Sa 09:00-18:00, Su 11:00-18:00",,
node/8986375118,Fred Meyer Pharmacy,pharmacy,61.136416,-149.918884,"2000, West Dimond Boulevard, Anchorage, AK, 99502",+1 907-267-6733,https://www.fredmeyer.com/stores/details/701/00071,False,False,pharmacy,,"Mo-Fr 09:00-21:00,Sa 09:00-19:00, Su 11:00-18:00",,
node/8986491021,Walgreens,pharmacy,61.138273,-149.919666,"2197, West Dimond Boulevard, Anchorage, AK, 99502",+1 907-339-9600,https://www.walgreens.com/locator/walgreens-2197+w+dimond+blvd-anchorage-ak-99515/id=12680,False,False,pharmacy,,"Mo-Fr 09:00-13:30, Mo-Fr 2:00-18:00",yes,
node/8986982542,"Urgent Care Medical Clinic, LLC",clinic,61.138308,-149.952715,"9150, Jewel Lake Road, Anchorage, AK, 99502",+1-907-248-8561,https://www.alaskaurgentcaremedicalclinic.com/,False,True,clinic;general,,"Mo-Fr 08:00-18:00, Sa-Su 11:00-16:00",yes,
node/8993640416,Calm Harbor,clinic,55.353025,-131.68754,,+1-907-821-2256,,False,False,clinic,,,,
node/8997410158,Upper Tanana Heath Center,clinic,63.333188,-142.991213,,,,False,False,clinic,,,,
node/9750869245,Fairbanks Family Wellness,hospital,64.83731,-147.807663,"3550, Airport Way, Fairbanks, AK, 99709",+1 907-479-2331,https://fairbanksfamilywellness.com,True,True,paediatrics;hospital;emergency,,Mo-Fr 09:00-18:00,,Amy Williamson
node/9847605734,CVS Pharmacy,pharmacy,61.12991,-149.879976,"150, West 100th Avenue",+1-907-267-7501,https://www.cvs.com/store-locator/anchorage-ak-pharmacies/150-w-100th-ave-anchorage-ak-99515/storeid=17436,False,False,pharmacy,,Mo-Fr 09:00-21:00; Sa-Su 09:00-18:00,,
node/9866778101,Unknown Facility,pharmacy,60.71746,-135.055797,Whitehorse,,,False,False,pharmacy,,,,
node/9866778102,Yukon Sexual Health Clinic,clinic,60.717382,-135.056453,"406, Lambert Street, Whitehorse",,,False,False,clinic,,,,
node/9883633684,Wrangell Medical Center,hospital,56.463163,-132.372636,,,,False,False,hospital,,,,Southeast Alaska Regional Health Consortium SEARHC
node/9885856475,"Aurora Medical, Surgical & Cosmetic Clinic",clinic,60.723604,-135.055018,"2157, Second Avenue, Whitehorse",+1 867 456 2169,https://auroracosmetics.ca,False,False,clinic,,,,
node/9887877307,Vera Whole Health,clinic,61.187804,-149.872854,"582, East 36th Avenue, Anchorage, AK, 99502",+1 907-302-4950,https://patients.verawholehealth.com/clinic/Midtown-Anchorage,False,True,clinic;general,,Mo-Th 08:00-19:00; Fr 06:00-17:00,yes,
node/9895922178,Ninilchik Community Clinic,clinic,59.647912,-151.529357,,,,False,False,clinic,,,,
node/9895922195,South Peninsula Annex,clinic,59.645353,-151.545287,,,,False,False,clinic,,,,
node/9923453317,Health Care Center,clinic,64.736425,-155.484035,,,,False,False,doctors,,,,
node/10065193698,Girdwood Health Clinic,clinic,60.963603,-149.134003,"131, Lindblad Avenue, Girdwood, AK, 99587",,,False,False,clinic,,,,
node/10612195666,Alaska Urology,clinic,61.186265,-149.821271,"3841, Piper Street, Anchorage, AK, 99508",+1 907-563-3103,https://www.alaskaurology.com/,False,True,urology;doctors,,Mo-Th 08:00-17:00; Fr 08:00-13:00,,
node/10613061485,Alaska Center for Dermatology,clinic,61.186204,-149.821126,"3841, Piper Street, Anchorage, AK, 99508",+1 907-562-6228,https://dermalaska.com/,False,True,dermatology;doctors,,Mo-Th 08:00-17:00; Fr 08:00-16:00,,
node/10660682574,"McKinley Orthopedic, Sports Medicine & Spine",clinic,64.848645,-147.816387,"3745, Geist Road, Fairbanks, AK, 99709",,,False,True,orthopaedics;sports_medicine;doctors,,Mo-Sa 08:00-20:00,,
node/10749743206,Chief Peter John Building,clinic,64.844454,-147.708693,"122, 1st Avenue, 99701",,,False,False,clinic,,,,Tanana Chiefs Conference
node/10782728301,Unknown Facility,clinic,61.189253,-149.912439,,,,False,False,clinic,,,,
node/10782728302,Providence Urgent Care,clinic,61.194564,-149.906055,,,,False,False,clinic,,,,
node/10783476492,"U.S. Department of Veterans Affairs, Domiciliary Care Program",clinic,61.193452,-149.885698,,,,False,False,clinic,,,,VA
node/10783489304,Medical Park Family Care,clinic,61.195794,-149.840421,"2211, E. Northern Lights Blvd",+1 907-279-8486,https://mpfcak.com/,False,False,doctors,,Mo-Fr 07:30-18:00; Sa 09:00-14:00,yes,
node/10783493206,Anchorage Neighborhood Health Center,clinic,61.175891,-149.887552,,,,False,False,doctors,,,,
node/10783493207,Lemon Tree Family Medicine,clinic,61.145146,-149.89134,,,,False,False,doctors,,,,
node/10783493208,Carrs Aurora Village,pharmacy,61.194197,-149.916177,,,https://local.pharmacy.carrsqc.com/ak/anchorage/1650-w-northern-lights-blvd.html,False,False,pharmacy,,,,
node/10790644239,Alaska Urgent Care & Sports Medicine,clinic,61.144073,-149.858418,,,,False,False,clinic,,,,
node/10790645579,Fred Meyer Pharmacy,pharmacy,61.21175,-149.735855,,,,False,False,pharmacy,,,,
node/10791222414,Fred Meyer Pharmacy,pharmacy,61.194607,-149.864247,,,,False,False,pharmacy,,,,
node/10793371375,PM Pediatric Urgent Care,clinic,61.188649,-149.868909,,,,False,False,clinic,,,,
node/10794030647,Walgreens,pharmacy,61.181517,-149.836877,"4353, Lake Otis Parkway, Anchorage, AK, 99508",+1 907-561-2005,https://www.walgreens.com/locator/walgreens-4353+lake+otis+pkwy-anchorage-ak-99508/id=15653,False,False,pharmacy,,"Mo-Fr 07:00-22:00, Sa-Su 08:00-22:00",,
node/10797780543,Carr's Pharmacy,pharmacy,61.196446,-149.735913,,,https://local.pharmacy.carrsqc.com/ak/anchorage/7731-e-northern-lights-blvd.html,False,False,pharmacy,,,,
node/10799991903,"Alaska Cares, Prividence Multidisciplinary Center",clinic,61.176257,-149.882275,,,,False,False,clinic,,,,Providence
node/10800009750,Geneva Woods,pharmacy,61.174309,-149.892531,,,,False,False,pharmacy,,,,
node/10861355326,354th Medical Group,clinic,64.678407,-147.092624,"2630, Central Avenue, Eielson AFB, AK, 99702-2325",+1 907 377 1847,https://eielson.tricare.mil,False,False,clinic,,,,
node/10861357867,Cross Road Medical Center,clinic,62.108932,-145.540928,"187, Glenn Highway, Glennallen, AK, 99588",+1 907 822 3203,https://www.crossroadmc.org,False,False,clinic,4,,,
node/10861359480,Fort Greely Army Medical Home,clinic,63.971663,-145.713434,"655, East 5th Street, Fort Greely, AK, 99731",+1 907 873 4975,https://bassett-wainwright.tricare.mil/Clinics/Fort-Greely-AMH,False,False,clinic,,,,
node/10861369853,Adak Medical Center - EAT,clinic,51.868005,-176.640263,"100, Mechanic Road, Adak, 99546",+1 907 592 8383,https://www.eatribes.org,False,False,clinic,,,,
node/10861374698,Bassett Army Community Hospital,hospital,64.8297,-147.662229,"4076, Neely Road, Fort Wainwright, AK, 99703-7400",+1 800 478 5172,https://bassett-wainwright.tricare.mil,False,False,hospital,23,,,
node/10861375518,Providence Kodiak Island Medical Center,hospital,57.8009,-152.375608,"1915, East Rezanof Drive, Kodiak, AK, 99615",+1 907 486 3281,,False,False,hospital,25,,,
node/10861380778,Alaska Psychiatric Institute,hospital,61.185097,-149.829802,"3700, Piper Street, Anchorage, AK, 99508",+1 907 269 7100,,False,True,hospital;psychiatry,80,,,
node/10861387188,Mat-Su Regional Outpatient Center,hospital,61.586423,-149.427091,"950, East Bogard, Wasilla, 99654",+1 907 352 2860,https://www.matsuregional.com,False,False,hospital,,,,
node/10876941028,Progressive Physical Therapy,clinic,61.215332,-149.902518,,,,False,True,clinic;physical_therapy,,,,
node/10924109175,SEARHC Alicia Roberts Medical Center,clinic,55.548012,-133.095937,,,,False,False,clinic,,,,
node/10924841486,Whale Tail Pharmacy,pharmacy,55.477113,-133.140818,,,https://www.whaletailrx.com,False,False,pharmacy,,,,
node/11034920779,Orthopedic Physicians Of Alaska,clinic,61.187029,-149.808836,,,,False,True,orthopaedics;doctors,,Mo-Fr 07:30-18:00,,
node/11034920797,Providence Family Medicine,clinic,61.188479,-149.860372,,,,False,True,clinic;general,,,,
node/11036065205,Juneau Drug Store,pharmacy,58.300701,-134.407223,"202, Front Street, Juneau, AK, 99801",+1-907-586-1233,,False,False,pharmacy,,"Mo-Fr 10:00-18:00 open ""Pharmacy"" || Mo-Fr 09:00-19:00 open ""Store"", Sa-Su 10:00-18:00 open ""Store""",,
node/11062753305,Carrs Pharmacy,pharmacy,61.193781,-149.870839,,,https://local.pharmacy.carrsqc.com/ak/anchorage/2920-seward-hwy.html,False,False,pharmacy,,,,
node/11062753309,Providence express care,clinic,61.194128,-149.870646,,,,False,False,clinic,,,,
node/11115508329,Anchorage Dermatology and Cosmetics,clinic,61.146713,-149.871168,,,,False,True,dermatology;doctors,,,,
node/11115508335,Liberty Dialysis,clinic,61.145708,-149.865396,,,,False,True,clinic;nephrology,,,,
node/11115524719,Don Davis,clinic,61.145885,-149.881425,,,,False,True,ophthalmology;doctors,,,,
node/11115524736,Alaska Urgent Care,clinic,61.143979,-149.876771,,,,False,False,clinic,,,,
node/11129488220,Wellness Center,clinic,71.290694,-156.791995,,,,False,False,clinic,,,,
node/11142419452,Walgreens,pharmacy,61.108302,-149.855249,,,,False,False,pharmacy,,,,
node/11142419453,Carrs Pharmacy,pharmacy,61.109116,-149.853972,,,,False,False,pharmacy,,,,
node/11142419456,Matthew Dow,clinic,61.136771,-149.834886,,,,False,True,doctors;general,,,,
node/11142419461,Christina Brown,clinic,61.137848,-149.848007,,,,False,True,doctors;general,,,,
node/11142419462,Advanced Pain Center-Alaska,clinic,61.140054,-149.844295,,,,False,False,clinic,,,,
node/11142419464,Unknown Facility,pharmacy,61.142454,-149.844247,,,https://local.pharmacy.carrsqc.com/ak/anchorage/1725-abbott-rd.html,False,False,pharmacy,,,,
node/11153696214,Pediatric Speech-Language Services,clinic,61.181471,-149.834147,,,,False,False,doctors,,,,
node/11153696215,Ability Group Pediatric Therapy,clinic,61.181471,-149.833718,,,,False,True,doctors;physiatry,,,,
node/11153696222,Fresenius Kidney Care Tudor Road Dialysis,clinic,61.18144,-149.829626,,,,False,True,clinic;nephrology,,,,Dialysis Clinic
node/11153696229,Alaska OB/GYN,clinic,61.181273,-149.839154,,,,False,True,gynaecology;doctors,,,,
node/11153696234,Caring for Women,clinic,61.182096,-149.838665,,,,False,False,doctors,,Mo-Th 08:00-16:00; Fr 08:00-15:00,,
node/11153696236,Lake Otis Medical Supply,pharmacy,61.182286,-149.837808,,,,False,False,pharmacy,,,,
node/11153696239,Bernie's Pharmacy,pharmacy,61.182845,-149.840005,,,,False,False,pharmacy,,,,
node/11153696240,PCA Urgent Care - Lake Otis,clinic,61.182993,-149.840802,,,,False,False,clinic,,,,
node/11153696241,Primary Care Associates: Glotfelty Beth,clinic,61.183119,-149.840185,,,,False,False,doctors,,,,
node/11153696242,Tara Wood,clinic,61.183006,-149.840266,,,,False,False,doctors,,,,
node/11153696244,Alaska Women's Advanced Pelvic Surgery & Urogynecology,clinic,61.183855,-149.839415,,,,False,False,doctors,,,,
node/11153696245,Alaska Endodontics Specialists LLC,clinic,61.184155,-149.837192,,,,False,False,doctors,,,,
node/11153696248,OPA–Orthopedic Physicians Alaska,clinic,61.185682,-149.837641,,,,False,True,orthopaedics;doctors,,,,
node/11170440040,Costco Pharmacy,pharmacy,61.211262,-149.804503,,,,False,False,pharmacy,,,,
node/11170440043,Carrs Pharmacy,pharmacy,61.208123,-149.776795,,,https://local.pharmacy.carrsqc.com/ak/anchorage/5600-debarr-rd.html,False,False,pharmacy,,,,
node/11225972869,YKHC Health Clinic,clinic,62.90661,-160.0662,,,,False,False,clinic,,,,
node/11225972874,Unknown Facility,clinic,64.734694,-158.11302,,,,False,False,clinic,,,,
node/11225972884,Unknown Facility,clinic,64.328724,-158.725419,,,,False,False,clinic,,,,
node/11225972889,Unknown Facility,clinic,62.652266,-160.199436,,,,False,False,clinic,,,,
node/11509106839,Aerospace Medicine,clinic,61.242361,-149.80807,,+1 907-551-2992,,False,True,clinic;Flight Medicine,,,,
node/11535028093,JBER Satellite Pharmacy,pharmacy,61.234573,-149.765792,,+1 907-580-1170,,False,False,pharmacy,,Mo-Fr 08:00-17:00; ph off,,
node/11545365827,Unknown Facility,clinic,61.145277,-149.877701,,,,False,False,doctors,,,,
node/11583074337,Unknown Facility,hospital,59.5733,-133.700949,,,,False,False,hospital,,,,
node/11647210332,Live Well Chiropractic,clinic,61.180301,-149.88358,,+1 907-334-6492,,False,False,doctors,,"Mo-Fr 09:00-13:00, 15:00-18:00",,
node/12083300489,IDA,pharmacy,53.254965,-132.07037,,,,False,False,pharmacy,,Mo-Fr 09:00-17:00,yes,
node/12302820153,Unknown Facility,clinic,65.012139,-175.841463,,,,False,False,doctors,,,,
node/12322969645,Anchorage Fracture and Orthopedic Clinic,clinic,61.340854,-149.564661,,,,False,False,clinic,,,,
node/12322969646,Capstone Clinic,clinic,61.340786,-149.564303,,,,False,False,clinic,,,,
node/12470392132,Unknown Facility,hospital,55.048493,-162.296101,,,,False,False,hospital,,,,
node/12616540801,Northern Lights Imaging,hospital,61.194965,-149.840945,"2110, East Northern Lights Boulevard, 99508",+1 907-644-2997,https://nliak.com/,False,False,hospital,,Mo-Fr 08:00-18:00,,
node/12621409887,I.D.A.,pharmacy,68.358563,-133.727249,,,,False,False,pharmacy,,,,
node/12634173020,Unknown Facility,clinic,54.134442,-165.773743,,,,False,False,clinic,,,,
node/13159162934,Safeway Pharmacy,pharmacy,54.314744,-130.324141,,,,False,False,pharmacy,,Mo-Fr 09:00-20:00; Sa-Su 10:00-18:00; PH closed,yes,
node/13159162935,Save-On-Foods Pharmacy,pharmacy,54.309249,-130.329302,,,,False,False,pharmacy,,"Mo-Fr 07:00-19:00; Sa,Su 10:00-14:00; PH off",,
node/13347441325,VA Clinic,clinic,64.846669,-147.784103,"2555, Phillips Field Road, Fairbanks, AK, 99709",+1-907-328-1750,https://www.va.gov/alaska-health-care/locations/fairbanks-va-clinic/,False,False,clinic,,Mo-Fr 07:00-16:30; Sa-Su off,,Veterans Health Administration
node/13347651995,Aurora Plastic & Hand Surgery,clinic,64.845722,-147.781793,"2485, Chief William Drive, Fairbanks, AK, 99709",+1-907-457-5277,,False,False,clinic,,,,
