community,has_airport,has_road_access,has_water_access,primary_access_modes,latitude,longitude,coastal,cat_tier_level,access_score,tier_justification,harbordock,stateferry,cargobarge,data_collection_date
fort yukon,True,False,False,air,66.5647,-145.2739,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
fox,False,True,False,road,64.9536,-147.6225,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
fox river,False,False,False,no_direct_access,59.8536,-150.9789,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
fritz creek,False,True,False,road,59.7278,-151.2925,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
funny river,False,True,False,road,60.4633,-150.8019,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
gakona,False,True,False,road,62.3017,-145.3017,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
galena,True,False,False,air,64.7344,-156.9256,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
gambell,True,False,False,air,63.7797,-171.7381,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
game creek,False,False,False,no_direct_access,58.1333,-136.3667,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
gateway,False,True,False,road,61.5714,-149.25,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
georgetown,False,False,False,no_direct_access,61.7667,-159.4833,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
girdwood,True,True,False,"air,road",60.9419,-149.1661,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
glacier view,True,True,False,"air,road",61.9506,-147.35,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
glennallen,True,True,False,"air,road",62.1089,-145.5467,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
gold sand acres,False,True,False,road,61.5917,-149.7167,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
goldstream,False,True,False,road,64.9,-147.8833,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
golovin,True,False,False,air,64.5406,-163.0283,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
goodnews bay,False,False,False,no_direct_access,59.1178,-161.5861,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
grayling,True,False,False,air,62.8983,-160.0656,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
gulkana,True,True,False,"air,road",62.2689,-145.3803,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
gustavus,True,False,True,"air,water",58.4133,-135.735,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
haines,False,False,True,water,59.2358,-135.4458,False,3,25,Single mode access (water) - limited transport options,False,False,False,2025-12-20
halibut cove,False,False,False,no_direct_access,59.5992,-151.225,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
hamilton,False,False,False,no_direct_access,63.0167,-158.45,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
happy valley,False,True,False,road,59.9489,-149.4425,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
harding-birch lakes,False,False,False,no_direct_access,64.3833,-146.8667,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
haystack,False,True,False,road,60.0,-149.6,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
healy,True,True,False,"air,road",63.8683,-148.9631,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
healy lake,False,False,False,no_direct_access,63.8358,-144.6667,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
hobart bay,False,False,False,no_direct_access,57.4333,-133.3833,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
hollis,True,False,False,air,55.4819,-132.6494,True,3,40,Single mode access (air) - limited transport options,True,False,False,2025-12-20
holy cross,True,False,False,air,62.2014,-159.7728,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
homer,True,True,True,"air,road,water",59.6425,-151.5483,True,1,100,"Full multimodal access (air,road,water) including road connectivity",True,True,True,2025-12-20
hoonah,True,False,True,"air,water",58.1103,-135.4436,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
hooper bay,True,False,False,air,61.5311,-166.0967,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
hope,True,True,False,"air,road",60.9197,-149.6389,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
houston,True,True,False,"air,road",61.6306,-149.8181,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
hughes,True,False,False,air,66.0492,-154.2553,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
huslia,True,False,False,air,65.6997,-156.3992,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
hydaburg,True,False,False,air,55.2069,-132.8286,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
hyder,True,True,False,"air,road",55.941442,-130.054504,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,True,2025-12-20
iditarod,False,False,False,no_direct_access,62.5583,-158.0222,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
igiugig,True,False,False,air,59.3242,-155.8992,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
iliamna,True,False,False,air,59.7561,-154.9064,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
indian,False,False,False,no_direct_access,60.9833,-149.5333,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
ivanof bay,True,False,False,air,55.9,-159.4833,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
jakolof bay,True,False,False,air,59.45,-151.5333,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
juneau,True,False,True,"air,water",58.3019,-134.4197,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
kachemak,False,True,False,road,59.7,-151.5167,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
kachemak selo,False,True,False,road,59.75,-151.6667,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
kaguyak,False,False,False,no_direct_access,56.8667,-153.7667,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
kake,True,False,True,"air,water",56.9744,-133.945,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
kaktovik,True,False,False,air,70.1319,-143.6233,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kalifornsky,False,True,False,road,60.4322,-151.2656,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
kaltag,True,False,False,air,64.3278,-158.7222,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kanatak,False,False,False,no_direct_access,57.5517,-156.045,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
karluk,True,False,False,air,57.5717,-154.455,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kasaan,True,False,False,air,55.5394,-132.3978,True,3,40,Single mode access (air) - limited transport options,True,False,False,2025-12-20
kasigluk,True,False,False,air,60.8742,-162.5244,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kasilof,True,True,False,"air,road",60.3328,-151.2756,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
kenai,True,True,False,"air,road",60.5544,-151.2583,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,True,2025-12-20
kenny lake,False,True,False,road,61.7167,-144.9667,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
ketchikan,True,False,True,"air,water",55.3422,-131.6461,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
kiana,True,False,False,air,66.9744,-160.4236,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
king cove,True,False,True,"air,water",55.06,-162.31,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
king island,False,False,False,no_direct_access,64.9733,-168.0644,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
king salmon,True,False,False,air,58.6883,-156.6614,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
kipnuk,True,False,False,air,59.9336,-164.0308,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kivalina,True,False,False,air,67.7256,-164.5333,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
klawock,True,False,False,air,55.5536,-133.0958,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
klawock lake,False,False,False,no_direct_access,55.5667,-133.0833,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
klehini valley,False,True,False,road,59.3833,-135.85,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
klukwan,False,True,False,road,59.4025,-135.8925,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
knik,False,True,False,road,61.4631,-149.7436,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
knik river,False,True,False,road,61.525,-149.2,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
knik-fairview,False,True,False,road,61.5056,-149.65,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
kobuk,True,False,False,air,66.9072,-156.8806,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kodiak,True,False,True,"air,water",57.79,-152.4072,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
kokhanok,True,False,False,air,59.4406,-154.7617,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
koliganek,True,False,False,air,59.7267,-157.2844,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
kongiganak,True,False,False,air,59.9611,-162.8817,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kotlik,True,False,False,air,63.035,-163.5533,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
kotzebue,True,False,False,air,66.8983,-162.5967,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
koyuk,True,False,False,air,64.9306,-161.1544,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
koyukuk,True,False,False,air,64.8794,-157.7011,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kupreanof,False,False,False,no_direct_access,56.8167,-133.0667,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
kwethluk,True,False,False,air,60.8142,-161.4403,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
kwigillingok,True,False,False,air,59.8764,-163.1567,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
lake louise,True,True,False,"air,road",62.2833,-146.4667,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
lake minchumina,False,False,False,no_direct_access,63.8833,-152.3,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
lakes,False,True,False,road,61.6,-149.3,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
larsen bay,True,False,False,air,57.54,-153.9783,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
lazy mountain,False,True,False,road,61.6139,-148.95,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
levelock,True,False,False,air,59.1075,-156.8531,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
lignite,False,True,False,road,64.0667,-148.9167,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
lime,True,False,False,air,61.3667,-155.4167,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
litnik,False,False,False,no_direct_access,57.1167,-154.1833,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
livengood,True,True,False,"air,road",65.52,-148.5461,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
loring,True,False,False,air,55.6008,-131.6389,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
lowell point,False,True,False,road,60.0667,-149.4167,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
lower kalskag,False,False,False,no_direct_access,61.5164,-160.3572,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
lutak,False,True,False,road,59.2667,-135.5167,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
manley hot springs,True,True,False,"air,road",64.9967,-150.6392,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,True,2025-12-20
manokotak,True,False,False,air,58.9817,-159.0608,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
marshall,True,False,False,air,61.8767,-162.0756,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
mary's igloo,False,False,False,no_direct_access,65.1333,-165.2,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
mccarthy,True,False,False,air,61.4328,-142.9233,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
mcgrath,True,False,False,air,62.9533,-155.5936,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
mckinley park,True,True,False,"air,road",63.7333,-148.9167,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
meadow lakes,True,True,False,"air,road",61.6233,-149.6,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
medfra,False,False,False,no_direct_access,63.0833,-154.7333,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
mekoryuk,True,False,False,air,60.3872,-166.1858,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
mendeltna,False,True,False,road,62.0667,-146.4667,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
mentasta lake,False,True,False,road,62.9308,-143.7803,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
mertarvik,False,False,False,no_direct_access,60.8167,-164.2833,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
metlakatla,True,False,True,"air,water",55.1311,-131.5753,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
meyers chuck,True,False,False,air,55.7456,-132.2589,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
millers landing,False,True,False,road,59.6,-151.4167,True,3,35,Single mode access (road) - limited transport options,True,False,False,2025-12-20
minto,True,True,False,"air,road",65.1608,-149.3694,False,1,75,"Full multimodal access (air,road) including road connectivity",True,False,False,2025-12-20
moose creek,False,True,False,road,64.7167,-147.05,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
moose pass,True,True,False,"air,road",60.4872,-149.3672,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
mosquito lake,False,True,False,road,59.3833,-135.95,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
mountain,True,False,False,air,61.55,-149.15,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
mountain point,False,False,False,no_direct_access,55.3039,-131.5175,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
mud bay,False,True,False,road,59.35,-135.4833,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
nabesna,True,True,False,"air,road",62.3833,-143.0,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
naknek,True,False,False,air,58.7283,-157.0139,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
nanwalek,True,False,False,air,59.3525,-151.9156,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
napaimute,True,False,False,air,61.5333,-159.7167,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
napakiak,True,False,False,air,60.6919,-161.9711,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
napaskiak,True,False,False,air,60.7039,-161.7672,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
naukati bay,False,False,False,no_direct_access,55.8706,-133.2256,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
nelchina,False,True,False,road,62.0167,-146.75,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
nelson lagoon,True,False,False,air,56.0083,-161.1044,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
nenana,True,True,False,"air,road",64.5636,-149.0928,False,1,75,"Full multimodal access (air,road) including road connectivity",True,False,True,2025-12-20
new allakaket,False,False,False,no_direct_access,66.5517,-152.635,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
new stuyahok,True,False,False,air,59.4522,-157.3128,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
newhalen,False,False,False,no_direct_access,59.7203,-154.8972,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
newtok,True,False,False,air,60.94,-164.6372,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
nightmute,True,False,False,air,60.4722,-164.7322,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
nikiski,True,True,False,"air,road",60.6833,-151.2833,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
nikolaevsk,False,True,False,road,59.8367,-151.6028,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
nikolai,True,False,False,air,63.0167,-154.3833,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
nikolski,True,False,False,air,52.94,-168.87,True,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
ninilchik,True,True,False,"air,road",60.0478,-151.6678,True,1,75,"Full multimodal access (air,road) including road connectivity",True,False,False,2025-12-20
noatak,True,False,False,air,67.5675,-163.0028,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
nome,True,False,False,air,64.5011,-165.4064,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
nondalton,True,False,False,air,59.9711,-154.8456,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
noorvik,True,False,False,air,66.8358,-161.0444,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
north lakes,False,True,False,road,61.5917,-149.275,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
north pole,True,True,False,"air,road",64.7511,-147.3494,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
northway,True,True,False,"air,road",62.9614,-141.9356,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
nuiqsut,True,False,False,air,70.2106,-150.9956,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
nulato,True,False,False,air,64.7192,-158.1044,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
nunam iqua,True,False,False,air,62.5317,-164.8503,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
nunapitchuk,True,False,False,air,60.9056,-162.4431,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
nunivak island,False,False,False,no_direct_access,60.0167,-166.25,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
ohogamiut,False,False,False,no_direct_access,61.5167,-160.7167,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
old,True,False,False,air,62.45,-162.45,True,3,40,Single mode access (air) - limited transport options,True,True,True,2025-12-20
old harbor,False,False,True,water,57.2028,-153.3039,False,3,25,Single mode access (water) - limited transport options,False,False,False,2025-12-20
oliktok,False,False,False,no_direct_access,70.5,-149.8833,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
ophir,True,False,False,air,63.15,-156.5167,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
oscarville,False,False,False,no_direct_access,60.7278,-161.9156,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
ouzinkie,True,False,True,"air,water",57.9236,-152.5017,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
paimiut,False,False,False,no_direct_access,61.5167,-160.5167,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
palmer,True,True,False,"air,road",61.5994,-149.1125,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
pauloff,False,False,False,no_direct_access,54.45,-162.6833,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
paxson,True,True,False,"air,road",63.0333,-145.5,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
pedro bay,True,False,False,air,59.7858,-154.1167,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
pelican,True,False,True,"air,water",57.96,-136.2283,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
pennock island,False,False,False,no_direct_access,55.3,-131.6333,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
perryville,True,False,False,air,55.9139,-159.1467,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
peters creek,False,True,False,road,61.3833,-149.65,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
petersburg,True,False,True,"air,water",56.8119,-132.9536,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
petersville,False,True,False,road,62.5167,-150.8,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
pile bay,False,False,False,no_direct_access,59.6167,-154.1167,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
pilot,True,False,False,air,61.9333,-162.8667,False,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
pilot point,True,False,False,air,57.5639,-157.5736,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
pitkas point,False,False,False,no_direct_access,62.0333,-163.2833,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
platinum,True,False,False,air,59.0125,-161.8172,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
pleasant valley,False,True,False,road,61.6417,-149.6167,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
point baker,True,False,False,air,56.3514,-133.6222,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
point hope,True,False,False,air,68.3478,-166.7992,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
point lay,True,False,False,air,69.7328,-163.0053,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
point mackenzie,True,True,False,"air,road",61.25,-150.0833,True,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
point possession,False,True,False,road,61.0333,-150.4167,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
poorman,False,False,False,no_direct_access,64.1,-155.5667,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
portage,False,True,False,road,60.8167,-148.9833,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
portage creek,True,False,False,air,58.9,-157.6833,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
portlock,False,False,False,no_direct_access,59.4167,-151.6167,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
primrose,False,True,False,road,60.3333,-149.3667,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
prudhoe bay,False,True,False,road,70.2553,-148.3372,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
quinhagak,True,False,False,air,59.75,-161.9167,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
rabbit creek,False,True,False,road,61.1,-149.7333,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
rampart,True,False,False,air,65.5053,-150.1689,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
razdolna,False,True,False,road,59.8333,-151.6333,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
red devil,True,False,False,air,61.7611,-157.3111,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
ridgeway,False,True,False,road,61.5417,-149.3833,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
ruby,True,False,False,air,64.7389,-155.4867,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
